"subjectId","activityLabel","frequencyDomainBodyAngularVelocityJerkMagnitudeMean","frequencyDomainBodyAngularVelocityJerkMagnitudeStd","frequencyDomainBodyAngularVelocityMagnitudeMean","frequencyDomainBodyAngularVelocityMagnitudeStd","frequencyDomainBodyAngularVelocityMeanX","frequencyDomainBodyAngularVelocityMeanY","frequencyDomainBodyAngularVelocityMeanZ","frequencyDomainBodyAngularVelocityStdX","frequencyDomainBodyAngularVelocityStdY","frequencyDomainBodyAngularVelocityStdZ","frequencyDomainBodyLinearAccelerationJerkMagnitudeMean","frequencyDomainBodyLinearAccelerationJerkMagnitudeStd","frequencyDomainBodyLinearAccelerationJerkMeanX","frequencyDomainBodyLinearAccelerationJerkMeanY","frequencyDomainBodyLinearAccelerationJerkMeanZ","frequencyDomainBodyLinearAccelerationJerkStdX","frequencyDomainBodyLinearAccelerationJerkStdY","frequencyDomainBodyLinearAccelerationJerkStdZ","frequencyDomainBodyLinearAccelerationMagnitudeMean","frequencyDomainBodyLinearAccelerationMagnitudeStd","frequencyDomainBodyLinearAccelerationMeanX","frequencyDomainBodyLinearAccelerationMeanY","frequencyDomainBodyLinearAccelerationMeanZ","frequencyDomainBodyLinearAccelerationStdX","frequencyDomainBodyLinearAccelerationStdY","frequencyDomainBodyLinearAccelerationStdZ","timeDomainBodyAngularVelocityJerkMagnitudeMean","timeDomainBodyAngularVelocityJerkMagnitudeStd","timeDomainBodyAngularVelocityJerkMeanX","timeDomainBodyAngularVelocityJerkMeanY","timeDomainBodyAngularVelocityJerkMeanZ","timeDomainBodyAngularVelocityJerkStdX","timeDomainBodyAngularVelocityJerkStdY","timeDomainBodyAngularVelocityJerkStdZ","timeDomainBodyAngularVelocityMagnitudeMean","timeDomainBodyAngularVelocityMagnitudeStd","timeDomainBodyAngularVelocityMeanX","timeDomainBodyAngularVelocityMeanY","timeDomainBodyAngularVelocityMeanZ","timeDomainBodyAngularVelocityStdX","timeDomainBodyAngularVelocityStdY","timeDomainBodyAngularVelocityStdZ","timeDomainBodyLinearAccelerationJerkMagnitudeMean","timeDomainBodyLinearAccelerationJerkMagnitudeStd","timeDomainBodyLinearAccelerationJerkMeanX","timeDomainBodyLinearAccelerationJerkMeanY","timeDomainBodyLinearAccelerationJerkMeanZ","timeDomainBodyLinearAccelerationJerkStdX","timeDomainBodyLinearAccelerationJerkStdY","timeDomainBodyLinearAccelerationJerkStdZ","timeDomainBodyLinearAccelerationMagnitudeMean","timeDomainBodyLinearAccelerationMagnitudeStd","timeDomainBodyLinearAccelerationMeanX","timeDomainBodyLinearAccelerationMeanY","timeDomainBodyLinearAccelerationMeanZ","timeDomainBodyLinearAccelerationStdX","timeDomainBodyLinearAccelerationStdY","timeDomainBodyLinearAccelerationStdZ","timeDomainGravityLinearAccelerationMagnitudeMean","timeDomainGravityLinearAccelerationMagnitudeStd","timeDomainGravityLinearAccelerationMeanX","timeDomainGravityLinearAccelerationMeanY","timeDomainGravityLinearAccelerationMeanZ","timeDomainGravityLinearAccelerationStdX","timeDomainGravityLinearAccelerationStdY","timeDomainGravityLinearAccelerationStdZ"
7,"sitting",-0.595552804112821,-0.605816042603509,-0.639468366982456,-0.605038977279167,-0.702259209053846,-0.708365701614035,-0.707178387375,-0.751043123358974,-0.69998425888386,-0.691591162770833,-0.72645745588125,-0.688733702330769,-0.731777938615385,-0.712965592791579,-0.682726951520833,-0.729128822479487,-0.721825214880702,-0.629744369458333,-0.726184555435897,-0.725292322408772,-0.71978004029,-0.665156657510526,-0.7548156409125,-0.778416869448718,-0.686976854446491,-0.711133718489583,-0.726011840724561,-0.73599762809375,-0.745341013770833,-0.846682675402564,-0.758004670508772,-0.803817864029167,-0.838400476146154,-0.733319709789474,-0.7006067174375,-0.728078959125641,-0.690995161877292,-0.68480416255641,-0.77030013128421,-0.762763890897917,-0.763071541765128,-0.723779346689474,-0.721117855425641,-0.709435819522807,-0.702666996470833,-0.672687961666667,-0.651412118342105,-0.612552581260417,-0.621922928138462,-0.670577826735965,-0.756795326270833,-0.792021010335897,-0.633427397375417,-0.674930466446154,-0.706937762438597,-0.694592815208333,-0.72466121431282,-0.731376468035088,-0.710381163368421,-0.7277631788125,-0.720261898645833,-0.776625199615385,-0.748487792426316,-0.743282905,-0.78402462674359,-0.717209040903509
7,"standing",-0.728893584166667,-0.748879667803922,-0.71060408875098,-0.712192601333333,-0.736020926076667,-0.719517890882353,-0.718232563895833,-0.745694162988333,-0.718008343276471,-0.726938234729167,-0.701403601479167,-0.700510650643333,-0.715892870691667,-0.700247716121569,-0.69868004585625,-0.712850998315,-0.711544446038039,-0.718222858497917,-0.736143849071667,-0.72114325784902,-0.793729896328333,-0.760268830980392,-0.763386554760417,-0.720556917616667,-0.714699079927451,-0.727018575110417,-0.757640225980392,-0.779982845458333,-0.741990871520833,-0.702957853938333,-0.675653724880392,-0.682257939525,-0.71378481105,-0.701340520758627,-0.7796260403125,-0.767197714575,-0.746630085089583,-0.730366123196667,-0.703717041413529,-0.756372673979167,-0.761408702253333,-0.715038146372549,-0.771834140833333,-0.782978175843137,-0.669962029020833,-0.655949856741667,-0.680170372454902,-0.693925488520833,-0.723166424463333,-0.735520215556863,-0.712612980958333,-0.73757944375,-0.731884747708333,-0.721927039266667,-0.735187644980392,-0.758785093416667,-0.743844612433333,-0.74081446854902,-0.759579350078431,-0.7522792520875,-0.756052975854167,-0.704127723133333,-0.679958868707843,-0.705819790489583,-0.693933171066667,-0.674324583660784
7,"walking",-0.213455847720635,-0.179931444454167,-0.2078320652875,-0.242920297616667,-0.204487624425397,-0.201696706941667,-0.176106891883333,-0.187302994467619,-0.186331020227083,-0.214599427183333,-0.229653973955,-0.286053150544444,-0.121673978565079,-0.150635403658333,-0.179005178815,-0.168943632450794,-0.1936936388125,-0.189034014935,-0.177165678542857,-0.162536496572917,-0.175968608347619,-0.180899353783333,-0.161900730348333,-0.157468887255714,-0.222915918079167,-0.18528504575,-0.23305876233125,-0.207834883508167,-0.191610235256333,-0.163529720290159,-0.173526764639583,-0.239275238,-0.221293777379365,-0.192650143041667,-0.173993426161667,-0.233094815974603,-0.219291957998767,-0.227198879726984,-0.206824994785417,-0.170089733638333,-0.163887798238095,-0.146453986095833,-0.179785430128571,-0.240348629091667,-0.168962633531667,-0.170820475285714,-0.112233634525,-0.170598512449,-0.182713346116667,-0.155270054258333,-0.144061241801667,-0.172803735929841,-0.209575074976667,-0.215266020921746,-0.168277483352083,-0.146734447433333,-0.182938835133175,-0.0968640307104167,-0.248683817166667,-0.178404384253333,-0.155066422395,-0.18005714138254,-0.11102237825625,-0.162151733387483,-0.1522407623,-0.117235772083333
7,"walkingDownstairs",-0.16344608179375,-0.173352240311111,-0.19191251458,-0.1765365967,-0.123867622983333,-0.194158061066667,-0.150145433583333,-0.0829158386895833,-0.128277023068889,-0.1423070751875,-0.132936314370833,-0.115928846247708,-0.132281360370833,-0.151084617271111,-0.140545277979167,-0.112312829002083,-0.115130539453333,-0.138626855639583,-0.182735452383333,-0.158361186844444,-0.195428908703125,-0.164834522237778,-0.185840613145833,-0.119173630875,-0.179661892688889,-0.17321769665625,-0.174521296948889,-0.23600068223125,-0.204694165875,-0.1701646585,-0.252156745311111,-0.157810953791667,-0.180029123729167,-0.15441895715,-0.154052412520833,-0.164035078458333,-0.101020793620833,-0.120836777079167,-0.243704773377778,-0.217197421167292,-0.206071641395833,-0.226325321822222,-0.184783130854167,-0.182309942305111,-0.181637008066667,-0.12462671675625,-0.175367518511111,-0.180315442496458,-0.129003106770833,-0.141384339666667,-0.137589908779167,-0.166081655604167,-0.17255724925,-0.135309527895833,-0.173804024255556,-0.242279582454167,-0.176170791522917,-0.164283098488889,-0.133352664531111,-0.174597728208333,-0.2264419846125,-0.13792078130625,-0.13520196828,-0.171417279375,-0.189800765333333,-0.152100066722222
7,"walkingUpstairs",-0.318022113904762,-0.305413951192982,-0.348381273,-0.34025175162963,-0.31010444847619,-0.288764083907018,-0.325976461792593,-0.349261945109524,-0.336394062257895,-0.374072957616667,-0.336971738074074,-0.336360113690476,-0.289917868833333,-0.321596077842105,-0.333452979962963,-0.386677963830952,-0.341262456910526,-0.324155989818519,-0.37795249447619,-0.327627913114035,-0.324145149785714,-0.334783450912281,-0.344370470074074,-0.392892237166667,-0.354848966710526,-0.344487395487037,-0.382257721963158,-0.370604716614815,-0.385308072092593,-0.43293278652381,-0.334203902333333,-0.394136620888889,-0.422302532071429,-0.394908608491228,-0.40723153137037,-0.340639266435714,-0.350507528203704,-0.303556978880952,-0.41402097354386,-0.354905343611111,-0.379860675621429,-0.377773208619298,-0.344782830555476,-0.397540721982456,-0.410177348259259,-0.399406487528571,-0.367440756561404,-0.357054437481481,-0.301052756214286,-0.388084953336842,-0.456258565351852,-0.398717869752381,-0.331806689861111,-0.292974423142857,-0.332675899736842,-0.341892619388889,-0.364430688571429,-0.366696620817544,-0.405323762822807,-0.430532765388889,-0.389951289444444,-0.450510255714286,-0.425493129859649,-0.407807328740741,-0.428399440857143,-0.342705664087719
8,"laying",-0.770670060710145,-0.794286340807692,-0.78037816264359,-0.774622108407407,-0.709248215415942,-0.734920176825641,-0.696829699705556,-0.768240926623188,-0.679966416692308,-0.689357175911111,-0.748092589083333,-0.770104942549275,-0.710503302442029,-0.792127594384615,-0.750405038748148,-0.76633158964058,-0.810632482358974,-0.711958874925926,-0.701686167623768,-0.67548942804359,-0.683677918244928,-0.727013081230769,-0.675558580240741,-0.721673738424638,-0.700272867102564,-0.710728812259259,-0.714043248897436,-0.674695811759259,-0.671193187598148,-0.674685308434783,-0.667243121471795,-0.652586226640741,-0.641466069811594,-0.722248664141026,-0.670009815307407,-0.714269412362319,-0.719928457298148,-0.722319261330435,-0.699423502,-0.660500461962037,-0.682161407032899,-0.690863504788718,-0.730193558169565,-0.708668649802564,-0.759340470405556,-0.703768574130435,-0.686587127153846,-0.680824574045556,-0.698814209550725,-0.749594779615385,-0.706613493666667,-0.720825895465217,-0.763425598338889,-0.786659527289855,-0.797600493702564,-0.783329457140741,-0.755720936526087,-0.790343624051282,-0.736899041423077,-0.724240862857407,-0.746331158190741,-0.754385671297101,-0.720059659282051,-0.702551797203704,-0.736045387717391,-0.764669709820513
8,"sitting",-0.750791533955556,-0.757602414979167,-0.82012169650625,-0.788429998038889,-0.735457838333333,-0.737777339320833,-0.828596579916667,-0.732045917159259,-0.783790559125,-0.792461535077778,-0.789823816,-0.705631431625926,-0.756648692174074,-0.733553649745833,-0.778895459072222,-0.675596697375926,-0.71701669168125,-0.778743108611111,-0.803449670918518,-0.809908540447917,-0.786677777501852,-0.688497728810417,-0.689699071139722,-0.701563676990741,-0.734643116479167,-0.708296182359722,-0.652152723479167,-0.622801759711111,-0.6392190105,-0.676890066962963,-0.663501853354167,-0.677846668361111,-0.743859486153704,-0.7266068815625,-0.717679291138889,-0.67879707912963,-0.764937684555556,-0.669971635509259,-0.652372475770833,-0.586241124972222,-0.766666616907407,-0.6656562175625,-0.71517092705,-0.688944476166667,-0.7706988065,-0.701409000246296,-0.769689414145833,-0.790120697972222,-0.726153404485,-0.744303371583333,-0.766526588572222,-0.698817393901074,-0.799524703722222,-0.684428961046296,-0.71062321784375,-0.698149641691944,-0.756842938114074,-0.695646462114583,-0.738727309645833,-0.757960654361111,-0.701798417680556,-0.71994976517037,-0.716057680431458,-0.701305499347222,-0.761522420077778,-0.750254681883333
8,"standing",-0.703043007852381,-0.740635724602083,-0.650610485854167,-0.685825658501961,-0.741973508444444,-0.773013056208333,-0.723732836039216,-0.714503409634921,-0.69014683796875,-0.677565841647059,-0.689607957196078,-0.668878523328571,-0.766887671098413,-0.830056734541667,-0.801175449127451,-0.756679228198413,-0.7503556753125,-0.710555889084314,-0.693345150253968,-0.698143102436875,-0.763338519573016,-0.781825922504167,-0.733847453554902,-0.712668739680952,-0.741443697764583,-0.734010863611765,-0.7409975344,-0.751793122788235,-0.765864087662745,-0.715844003444444,-0.768527093168125,-0.77585549254902,-0.797862887574603,-0.835101752583333,-0.811919946862745,-0.75832547104127,-0.752140343047059,-0.73699976118254,-0.722303596729167,-0.714227713352941,-0.744418435169841,-0.74106064918125,-0.789590005071429,-0.8224953527125,-0.747346584352941,-0.712846673460317,-0.716593942416667,-0.763258407039216,-0.773394669222222,-0.801142168172917,-0.860281296296078,-0.797661481434921,-0.715863157568628,-0.668109346571429,-0.6421037695625,-0.62626803372549,-0.664269963888889,-0.667401461020833,-0.799561550639583,-0.841211250223529,-0.681447741801961,-0.671807611704127,-0.65941083815,-0.673009431529412,-0.699094153507936,-0.705627363666667
8,"walking",-0.173476524828889,-0.16917145072549,-0.0776460169054902,-0.1354712956875,-0.170723065977778,-0.190899096901961,-0.11602808785,-0.157841591955556,-0.207539828215686,-0.15657089675,-0.18413241094375,-0.0699530154222222,-0.157818088288889,-0.105197002292157,-0.160440159122708,-0.141444448851111,-0.175977008005882,-0.213066350125,-0.1936555038,-0.145880761627451,-0.238314069546667,-0.173751520721569,-0.181307147102083,-0.223600692044444,-0.165248786911765,-0.155711308708333,-0.173379275052941,-0.16496633580625,-0.189382515068271,-0.163570259911111,-0.199323941058824,-0.22205222114375,-0.14812566166,-0.125540975660784,-0.107568646083333,-0.148815190632444,-0.066294476875,-0.127799420255556,-0.180540516235294,-0.2057736475,-0.148169225,-0.143840625343137,-0.216289008377778,-0.152510013076471,-0.108835719520833,-0.0751233627622222,-0.128361496052941,-0.141231776620417,-0.169974496317778,-0.146429079007843,-0.20997409485,-0.0941292768133333,-0.196634319397917,-0.167905919235556,-0.141511266941176,-0.179864697651875,-0.186237732488889,-0.168861516445098,-0.181244325864706,-0.233031374729167,-0.1866956929625,-0.171251268577778,-0.156011842531373,-0.15301568181875,-0.140358436037333,-0.138358301666667
8,"walkingDownstairs",-0.00927094414285714,0.0264074817955556,-0.0339652237561111,-0.0786524832305556,0.00715957135714286,0.0478428606805556,0.02856219525,-0.0110321707619048,-0.0482991462333333,-0.0341424894472222,0.003975847455,-0.0190437045880952,-0.00759126931666667,0.0423518450777778,0.0855958043277778,0.00762774094976191,0.0114907767888889,-0.0232139394777778,-0.0443831368738095,-0.031476394925,-0.0559378287785714,0.131886031266667,0.0593562176333333,-0.0300894450952381,-0.0175895006111111,0.0825476497722222,-0.00226337373611111,0.00290042261111111,0.0369423264638889,-0.00210305673809524,-0.0450746366536111,0.0157794723666667,-0.00980926468095238,0.0274464624166667,0.0467873795333333,-0.0480835320214286,0.0310891947472222,-0.0490637401523809,-0.0107363646333333,-0.0507373333166667,-0.00385836214380953,0.0481333299166667,-0.072072449052381,-0.0374595339027778,0.0419643846277778,0.0064150768452381,-0.0693818906611111,-0.0507516829444444,-0.0504506728904762,-0.0367005912472222,0.0512605767472222,0.0211337169380952,0.123856977155556,-0.0414144312857143,-0.0767061741666667,0.0702195331388889,0.0118295881666667,0.00609591052777778,-0.0102952153,0.0332525784305556,0.0896739162888889,-0.0317044032666667,-0.00858562647222223,0.0171647126111111,-0.0503343748119048,-0.00631226189722222
8,"walkingUpstairs",-0.183269133047619,-0.192070124375,-0.0848590688611111,-0.0970524072511111,-0.0877882584047619,-0.157395809044444,-0.146203980348889,-0.1406633977,-0.226861298611111,-0.149760528462222,-0.0814235017333333,-0.0963805495,-0.18521586115,-0.181752229055556,-0.169194033822222,-0.132313159104762,-0.109830220711111,-0.122805254631111,-0.0843796576666667,-0.104482172844444,-0.134828789759524,-0.209336688666667,-0.234946933704444,-0.147172709657143,-0.207792641808333,-0.238109086522222,-0.112821916611111,-0.133531062722222,-0.0307593413555556,-0.143104849833333,-0.133718272083333,-0.129547725755556,-0.148468956052381,-0.128570914558333,-0.109752013711111,-0.129747257661905,-0.05751238016,-0.0121153110547619,-0.0897844396611111,-0.0217868657577778,-0.0479734835190476,-0.0700565261111111,-0.167800237142857,-0.149782838972222,-0.228558305066667,-0.171292433095238,-0.180601674444444,-0.232589499088889,-0.156636142561429,-0.157659697133333,-0.126570225133333,-0.139782293238095,-0.123808678226667,-0.15433266642381,-0.135735041388889,-0.189924300044444,-0.239825233642857,-0.259916623277778,-0.123839537022222,-0.138036679933333,-0.192037316933333,-0.183998164878571,-0.244310734,-0.190818476433333,-0.22396069452381,-0.218816956330556
9,"laying",-0.663111420812281,-0.653019351458333,-0.702072907020833,-0.665841671384445,-0.649239381247368,-0.678146261197917,-0.806955989844444,-0.706320213403509,-0.7009076765,-0.809393817626667,-0.811759699333333,-0.773661034105263,-0.706538824385965,-0.732994505895833,-0.767150441488889,-0.698674337298246,-0.619641475520833,-0.6541781928,-0.74325861514386,-0.754280520860417,-0.706028989438596,-0.781153757983333,-0.724319291833333,-0.708809990421053,-0.715124915254167,-0.665568578046667,-0.749460931283333,-0.665102789855556,-0.8098266256,-0.762394006466667,-0.7272856171375,-0.697779124177778,-0.738401990205263,-0.7425645110625,-0.741618927733333,-0.704082086477193,-0.783969029542222,-0.728939694140351,-0.751060787995833,-0.767070547308889,-0.692786032314035,-0.74924552630625,-0.682776384122807,-0.715898785729167,-0.7823771168,-0.788843598807017,-0.7300233311875,-0.727050542622222,-0.703711050026316,-0.7657581158625,-0.696492082422222,-0.769002283659649,-0.730340067533333,-0.692014656596842,-0.67343700276875,-0.735687872711111,-0.686089892001754,-0.78126776335625,-0.729365115595833,-0.644546487022222,-0.810509173355556,-0.732859532587719,-0.7619865758125,-0.771403938122222,-0.71724765545614,-0.746928921541667
9,"sitting",-0.704595859623529,-0.762303973270175,-0.725631738064912,-0.610280883714286,-0.798103948588235,-0.717073407478947,-0.707645504904762,-0.687892449403922,-0.71239619877193,-0.685983717238095,-0.663751864995238,-0.646193624039216,-0.7439273006,-0.695432855750877,-0.671201130761905,-0.749416105698039,-0.732512659824561,-0.661393752933333,-0.639825334313725,-0.685105452798246,-0.742366794294118,-0.620221532557895,-0.747303832736905,-0.686619449188235,-0.670767615317544,-0.653971691738095,-0.679114547052632,-0.677427903219048,-0.800086093880952,-0.665394689960784,-0.685598033529825,-0.737426469761905,-0.726466935435294,-0.635002045296491,-0.632300044190476,-0.792038658529412,-0.653422367628571,-0.743042516647059,-0.777610392249123,-0.665074195476191,-0.703105396294118,-0.670738913087719,-0.812699857556863,-0.697964271438597,-0.759242018714286,-0.7140963749,-0.767723540390526,-0.687172657038095,-0.750979472862745,-0.717652378189474,-0.690358809761905,-0.72852152772549,-0.640662173685714,-0.697507471737255,-0.792843089578947,-0.653296888664286,-0.717388679686275,-0.714070643789474,-0.731614271136842,-0.639462620271429,-0.721897961690476,-0.627696264691961,-0.7125464255,-0.741666640928571,-0.672894186519608,-0.664422469885965
9,"standing",-0.735488527151515,-0.702606699768627,-0.702364254194118,-0.694523611470588,-0.638620596151515,-0.646483225196078,-0.688727861050392,-0.69855212130303,-0.719625780711765,-0.697758137764706,-0.700458440411765,-0.747041485445455,-0.674300625424242,-0.705413366278431,-0.68910354525098,-0.64370171369697,-0.651989990313726,-0.66918852624902,-0.716849970030303,-0.743140153201961,-0.741439823969697,-0.758044351705882,-0.727044168529412,-0.766720250606061,-0.703655233941176,-0.679968283686274,-0.70975029872549,-0.748676211490196,-0.727541585941176,-0.736085567242424,-0.706909914388235,-0.702805525603725,-0.701660934242424,-0.727304823419608,-0.773078356294118,-0.714185470878788,-0.772977696572941,-0.786866119818182,-0.739327745862745,-0.757108394433333,-0.746718737484849,-0.766565307723529,-0.700199752242424,-0.695096004737255,-0.771987649629412,-0.811823883545455,-0.762081215588235,-0.777973330947059,-0.809636542484849,-0.75000237659451,-0.751908375287843,-0.684332424845455,-0.703780662627451,-0.705212197242424,-0.650902793513725,-0.687376648411765,-0.661791649806061,-0.716362115056863,-0.729847567854902,-0.746790206466667,-0.689198921335294,-0.713147578533333,-0.741141480961373,-0.68216198592549,-0.733629374612121,-0.759065049701961
9,"walking",-0.325150483868421,-0.387545010179167,-0.315728319795833,-0.246476149393726,-0.302861030999123,-0.328180487827083,-0.293919231888235,-0.259077867235088,-0.241143827125,-0.209795786784314,-0.274548357137255,-0.292545313855193,-0.26186626914386,-0.290902381154167,-0.269325071958824,-0.251571757519298,-0.2646410169375,-0.253426383711765,-0.304797843631579,-0.311694022154167,-0.270112332105263,-0.286308728863542,-0.260450541405882,-0.245991802426316,-0.25625171816875,-0.224549661462745,-0.2617955116125,-0.2052731606,-0.332947913960784,-0.289998595736842,-0.267340007979167,-0.259185401178431,-0.242530775066667,-0.2616099255625,-0.308250210172549,-0.28865587945614,-0.358116607451745,-0.30468312067193,-0.342664206208333,-0.323233615215686,-0.295950490545263,-0.358864670820833,-0.284428225373684,-0.327925568166667,-0.268969351843137,-0.242364795892982,-0.280783048889375,-0.254926718098039,-0.234586490412281,-0.35793889925,-0.278139261745098,-0.300896326175439,-0.371752639076078,-0.323252475895544,-0.313460101229167,-0.349565458901961,-0.291867467603509,-0.355762300770833,-0.2681414890625,-0.214374379021569,-0.367258872019608,-0.276257602766667,-0.273068182081458,-0.270707932862745,-0.250244585168421,-0.281619767047917
9,"walkingDownstairs",-0.128295495733333,-0.201166336705882,-0.201959175935294,-0.273097974433333,-0.178157135906667,-0.180653564877451,-0.226070394889667,-0.170948878311111,-0.166900937,-0.256625884333333,-0.244226941833333,-0.1544527054,-0.122904342177778,-0.134542270088235,-0.186037042806667,-0.147632541778667,-0.171601408280392,-0.212525304966667,-0.248568570557778,-0.207263368270588,-0.108518749933333,-0.12757470294902,-0.214292894123333,-0.0982826683555556,-0.0954434296666667,-0.163451425766667,-0.164757585772549,-0.0874119063066667,-0.1847740137,-0.0890615047555555,-0.130236151647059,-0.187317505366667,-0.164833615135556,-0.192876642405882,-0.172328353855333,-0.13395972932,-0.181468685066667,-0.174110781188889,-0.179957965076471,-0.144070533973333,-0.179017369314,-0.197536165311765,-0.151158100931111,-0.131045738195824,-0.258988979133333,-0.160269144711111,-0.171337318137255,-0.2458030708,-0.130732824,-0.167129341931373,-0.220190271755333,-0.167430264653333,-0.163681825766667,-0.147738716571111,-0.11674379854902,-0.08345231101,-0.131090969557778,-0.0999528313705882,-0.168676950961569,-0.19069546156,-0.109421589933333,-0.112817649302222,-0.135608645117647,-0.159787427066667,-0.143791778686667,-0.179447163937255
9,"walkingUpstairs",-0.391092283868889,-0.341229756389583,-0.288231271496896,-0.336542830177778,-0.37147100966,-0.352888237770833,-0.33078251312963,-0.331279765733333,-0.297895518770833,-0.363574781037037,-0.361864345740741,-0.30965761624,-0.373083020489556,-0.320085681708333,-0.369457741548148,-0.305526672831111,-0.3134047839375,-0.355891573259259,-0.327053469271111,-0.2996159807875,-0.466189755755556,-0.446811322027083,-0.433566741759259,-0.4051342652,-0.414906729416667,-0.434971379944444,-0.3713363161875,-0.368709537603704,-0.402608317592593,-0.426044905711111,-0.387422064083333,-0.397238258698148,-0.400637872422222,-0.365360794791667,-0.25753342022963,-0.30113336816,-0.339172150222222,-0.24346388798,-0.31130594975,-0.327474766337037,-0.375334395785556,-0.3523873925375,-0.293846719733111,-0.324492640521667,-0.417692446925926,-0.324795175377778,-0.327544933833333,-0.353979268407407,-0.326560955711111,-0.326214225479167,-0.325757110324074,-0.285359054102222,-0.324752739303704,-0.361216169155556,-0.328455405485417,-0.338016435788889,-0.391846347488889,-0.356236802791667,-0.274511350760417,-0.289202051846667,-0.346763292742593,-0.381414591288889,-0.311068915645833,-0.408185875481481,-0.417732035186667,-0.435344434979167
10,"laying",-0.754143803383333,-0.798577730763158,-0.819047968640351,-0.770922445867368,-0.860028415243333,-0.812375071666667,-0.794752370052632,-0.791577599668333,-0.762734370578421,-0.809038371631579,-0.751387352508772,-0.778948822933333,-0.822447323612833,-0.867103030810526,-0.827521973996491,-0.851831652946667,-0.852131873491228,-0.861302710952632,-0.779904266633333,-0.773922912754386,-0.726334633206667,-0.690642348522807,-0.687144572578421,-0.7566279921,-0.788961632933333,-0.760430937052632,-0.647597504605263,-0.694670886154386,-0.705816763403509,-0.690804804261667,-0.684993926850877,-0.719847208701754,-0.765165876038333,-0.789710110701754,-0.730140923035088,-0.731937936985,-0.786071440052632,-0.776911969533333,-0.732080785298246,-0.752728955789474,-0.729690860988333,-0.687142096087719,-0.766968571183333,-0.694843473175439,-0.726601322094737,-0.74031133775,-0.795981689070175,-0.784761395421053,-0.755349693716667,-0.792634140631579,-0.713506769122807,-0.756765199841667,-0.764803523819298,-0.746160836748333,-0.722901015222807,-0.715526394984211,-0.684926686000667,-0.652070073554386,-0.730479570087719,-0.758864868105263,-0.668601829645614,-0.687907169658333,-0.684323940120702,-0.670737228619298,-0.663462460333333,-0.737785514421053
10,"sitting",-0.7587682346265,-0.778388816605556,-0.725480462203704,-0.719580029785417,-0.771103843908333,-0.758045698366667,-0.735255916519375,-0.761055665995,-0.726472597196296,-0.752608607891667,-0.710679376429167,-0.720473338866667,-0.723114779066667,-0.728222483240741,-0.6635906228125,-0.68042353565,-0.699350640105556,-0.7382723072,-0.733380920103333,-0.71099750852037,-0.7957578635,-0.757282541240741,-0.727892176770833,-0.730774178516667,-0.711460274955556,-0.730055149395833,-0.777128946222222,-0.844048312375,-0.772136024539583,-0.738042867156667,-0.714413339772222,-0.76632970765625,-0.721050630011667,-0.722066223609259,-0.754617271545833,-0.7490814149,-0.7307189886875,-0.744563529638333,-0.745113023031482,-0.844694371110417,-0.771769162283333,-0.748093608814815,-0.702214837328333,-0.704140982573148,-0.675501046852083,-0.702870022393333,-0.674319358259259,-0.733870113122917,-0.711943259535167,-0.720649330237037,-0.647546052727083,-0.631567395801833,-0.736059307286042,-0.779324134588333,-0.746673862885185,-0.817452927125,-0.770193310746,-0.771369262018519,-0.63364906502037,-0.736161935058333,-0.790771529208333,-0.7733131322705,-0.772519498231481,-0.788780922533333,-0.719946281598333,-0.742384452962963
10,"standing",-0.703739280840476,-0.729595324664103,-0.7409745907,-0.696155520752941,-0.784851951138095,-0.793672157166667,-0.794470533743137,-0.820592609166667,-0.850001522123077,-0.802133032905882,-0.755475310043137,-0.779770208452381,-0.677289950321429,-0.711773576912821,-0.735736346703922,-0.733342675288095,-0.753183549161538,-0.768942265901961,-0.79703147252381,-0.789814142435897,-0.708123008214286,-0.743281955538462,-0.747579875507843,-0.737296710287381,-0.706068147512821,-0.683347965245098,-0.730543005769231,-0.709081971843137,-0.710988379852941,-0.708799285809524,-0.638496029479487,-0.644626672764706,-0.637182592380952,-0.59024471225641,-0.670892243446078,-0.713840008833333,-0.677912824260784,-0.710992341904762,-0.684865960333333,-0.661143447529412,-0.657818897190476,-0.699744351717949,-0.656059323833333,-0.612896663846154,-0.717151248568627,-0.748964189571429,-0.694806231435897,-0.694953440431373,-0.685088408540476,-0.616433150871795,-0.639656983823529,-0.647140936161905,-0.736931748364706,-0.763567375697619,-0.753648829702564,-0.75105296575098,-0.763060612359524,-0.806786277233333,-0.597354316,-0.642537631215686,-0.784721128486275,-0.80823137928,-0.827244012564103,-0.786701522333333,-0.781977932666667,-0.720835067410256
